Date,Product Type,Status,Total Order,Total GMV
12/03/2016,mobile postpaid,fulfilled,"68,289","1,196,908"
13/03/2016,mobile postpaid,fulfilled,"37,830","352,386"
14/03/2016,mobile postpaid,fulfilled,"15,725","265,010"
15/03/2016,mobile postpaid,fulfilled,"15,725","289,621"
16/03/2016,mobile postpaid,fulfilled,"8,470","123,247"
17/03/2016,mobile postpaid,fulfilled,"63,425","912,298"
18/03/2016,mobile postpaid,fulfilled,"4,628","82,601"
19/03/2016,mobile postpaid,fulfilled,"17,675","317,570"
20/03/2016,mobile postpaid,fulfilled,"35,408","331,730"
21/03/2016,mobile postpaid,fulfilled,"12,808","132,708"
22/03/2016,mobile postpaid,fulfilled,"12,571","222,504"
23/03/2016,mobile postpaid,fulfilled,"26,424","244,551"
24/03/2016,mobile postpaid,fulfilled,"35,754","291,044"
25/03/2016,mobile postpaid,fulfilled,"36,927","609,638"
26/03/2016,mobile postpaid,fulfilled,"9,706","131,805"
27/03/2016,mobile postpaid,fulfilled,"39,564","753,037"
28/03/2016,mobile postpaid,fulfilled,"58,591","705,336"
29/03/2016,mobile postpaid,fulfilled,"23,339","328,151"
30/03/2016,mobile postpaid,fulfilled,"59,153","684,169"
31/03/2016,mobile postpaid,fulfilled,"1,167","22,416"
01/04/2016,mobile postpaid,fulfilled,"14,432","271,552"
01/01/2016,multifinance,fulfilled,"31,691","653,322"
02/01/2016,multifinance,fulfilled,"35,407","766,030"
03/01/2016,multifinance,fulfilled,"18,777","535,548"
04/01/2016,multifinance,fulfilled,"14,680","399,803"
05/01/2016,multifinance,fulfilled,"50,407","778,253"
06/01/2016,multifinance,fulfilled,"5,681","112,665"
07/01/2016,multifinance,fulfilled,"38,150","826,607"
08/01/2016,multifinance,fulfilled,"17,072","483,398"
09/01/2016,multifinance,fulfilled,"62,083","1,827,053"
10/01/2016,multifinance,fulfilled,"57,311","898,590"
11/01/2016,multifinance,fulfilled,"10,004","287,762"
12/01/2016,multifinance,fulfilled,"40,563","754,516"
13/01/2016,multifinance,fulfilled,"68,733","949,512"
14/01/2016,multifinance,fulfilled,"17,245","533,644"
15/01/2016,multifinance,fulfilled,"55,354","1,674,917"
16/01/2016,multifinance,fulfilled,"18,871","596,785"
17/01/2016,multifinance,fulfilled,"56,196","1,802,981"
18/01/2016,multifinance,fulfilled,"54,874","971,456"
19/01/2016,multifinance,fulfilled,"27,783","644,737"
20/01/2016,multifinance,fulfilled,"54,293","659,437"
21/01/2016,multifinance,fulfilled,"49,888","730,614"
22/01/2016,multifinance,fulfilled,"67,345","1,205,226"
23/01/2016,multifinance,fulfilled,"22,218","547,451"
24/01/2016,multifinance,fulfilled,"63,510","1,930,621"
25/01/2016,multifinance,fulfilled,"11,660","208,041"
26/01/2016,multifinance,fulfilled,"5,641","134,401"
27/01/2016,multifinance,fulfilled,"21,357","733,504"
28/01/2016,multifinance,fulfilled,"63,784","1,787,170"
29/01/2016,multifinance,fulfilled,"29,740","834,331"
30/01/2016,multifinance,fulfilled,"1,976","33,376"
31/01/2016,multifinance,fulfilled,"41,360","650,410"
01/02/2016,multifinance,fulfilled,"22,501","272,239"
02/02/2016,multifinance,fulfilled,"50,791","1,715,064"
03/02/2016,multifinance,fulfilled,"63,020","1,605,522"
04/02/2016,multifinance,fulfilled,"9,192","172,626"
05/02/2016,multifinance,fulfilled,"34,137","468,359"
06/02/2016,multifinance,fulfilled,"54,572","999,442"
07/02/2016,multifinance,fulfilled,"69,560","724,063"
08/02/2016,multifinance,fulfilled,"64,079","1,263,106"
09/02/2016,multifinance,fulfilled,"37,532","700,523"
10/02/2016,multifinance,fulfilled,"58,173","1,654,585"
11/02/2016,multifinance,fulfilled,"51,745","1,697,655"
12/02/2016,multifinance,fulfilled,"25,676","318,051"
13/02/2016,multifinance,fulfilled,"61,896","664,614"
14/02/2016,multifinance,fulfilled,"47,722","1,144,927"
15/02/2016,multifinance,fulfilled,"9,749","336,026"
16/02/2016,multifinance,fulfilled,"20,744","677,577"
17/02/2016,multifinance,fulfilled,"23,162","400,149"
18/02/2016,multifinance,fulfilled,"1,152","13,531"
19/02/2016,multifinance,fulfilled,"22,339","338,368"
20/02/2016,multifinance,fulfilled,"39,938","1,102,260"
21/02/2016,multifinance,fulfilled,"12,246","146,716"
22/02/2016,multifinance,fulfilled,"6,011","71,884"
23/02/2016,multifinance,fulfilled,"60,931","1,477,850"
24/02/2016,multifinance,fulfilled,"44,835","1,017,211"
25/02/2016,multifinance,fulfilled,"54,292","659,881"
26/02/2016,multifinance,fulfilled,"21,416","516,695"
27/02/2016,multifinance,fulfilled,"53,827","1,155,482"
28/02/2016,multifinance,fulfilled,"24,215","401,167"
29/02/2016,multifinance,fulfilled,"32,367","996,987"
01/03/2016,multifinance,fulfilled,"42,873","1,044,446"
02/03/2016,multifinance,fulfilled,"54,711","1,463,606"
03/03/2016,multifinance,fulfilled,"66,930","1,277,171"
04/03/2016,multifinance,fulfilled,"50,748","1,716,337"
05/03/2016,multifinance,fulfilled,"33,295","502,348"
06/03/2016,multifinance,fulfilled,"31,126","782,012"
07/03/2016,multifinance,fulfilled,"16,764","338,849"
08/03/2016,multifinance,fulfilled,"12,091","407,047"
09/03/2016,multifinance,fulfilled,"22,538","763,253"
10/03/2016,multifinance,fulfilled,"62,199","945,934"
11/03/2016,multifinance,fulfilled,"32,188","1,098,048"
12/03/2016,multifinance,fulfilled,"58,474","1,373,823"
13/03/2016,multifinance,fulfilled,"51,714","612,743"
14/03/2016,multifinance,fulfilled,"1,063","19,504"
15/03/2016,multifinance,fulfilled,"41,781","1,230,630"
16/03/2016,multifinance,fulfilled,"69,991","1,382,399"
17/03/2016,multifinance,fulfilled,"16,964","488,113"
18/03/2016,multifinance,fulfilled,"55,191","1,190,944"
19/03/2016,multifinance,fulfilled,"52,632","1,805,982"
20/03/2016,multifinance,fulfilled,"64,612","746,475"
21/03/2016,multifinance,fulfilled,"40,527","623,062"
22/03/2016,multifinance,fulfilled,"48,681","643,582"
23/03/2016,multifinance,fulfilled,"46,283","745,526"
24/03/2016,multifinance,fulfilled,"31,063","374,806"
25/03/2016,multifinance,fulfilled,"35,041","1,080,646"
26/03/2016,multifinance,fulfilled,"52,342","1,794,660"
27/03/2016,multifinance,fulfilled,"32,998","1,136,358"
28/03/2016,multifinance,fulfilled,"51,018","1,032,104"
29/03/2016,multifinance,fulfilled,"49,233","848,747"
30/03/2016,multifinance,fulfilled,"52,800","640,152"
31/03/2016,multifinance,fulfilled,"31,375","698,200"
01/04/2016,multifinance,fulfilled,"9,135","281,717"
01/01/2016,pdam,fulfilled,"10,778","179,155"
02/01/2016,pdam,fulfilled,"68,181","852,637"
03/01/2016,pdam,fulfilled,"6,209","98,521"
04/01/2016,pdam,fulfilled,"28,419","326,923"
05/01/2016,pdam,fulfilled,"23,725","373,059"
06/01/2016,pdam,fulfilled,"47,285","438,549"
07/01/2016,pdam,fulfilled,"12,924","239,879"
08/01/2016,pdam,fulfilled,"25,156","260,495"
09/01/2016,pdam,fulfilled,"4,821","77,906"
10/01/2016,pdam,fulfilled,"40,233","347,778"
11/01/2016,pdam,fulfilled,"52,318","711,430"
12/01/2016,pdam,fulfilled,"20,836","240,834"
13/01/2016,pdam,fulfilled,"24,075","373,051"
14/01/2016,pdam,fulfilled,"42,160","661,039"
15/01/2016,pdam,fulfilled,"24,066","317,830"
16/01/2016,pdam,fulfilled,"39,588","787,080"
17/01/2016,pdam,fulfilled,"31,202","483,790"
18/01/2016,pdam,fulfilled,"66,957","934,826"
19/01/2016,pdam,fulfilled,"22,117","396,201"
20/01/2016,pdam,fulfilled,"57,438","647,825"
21/01/2016,pdam,fulfilled,"60,041","802,610"
22/01/2016,pdam,fulfilled,"66,030","1,106,583"
23/01/2016,pdam,fulfilled,"39,524","500,041"
24/01/2016,pdam,fulfilled,"44,858","800,872"
25/01/2016,pdam,fulfilled,"58,601","474,152"
26/01/2016,pdam,fulfilled,"46,914","936,525"
27/01/2016,pdam,fulfilled,"3,985","40,333"
28/01/2016,pdam,fulfilled,"36,473","716,574"
29/01/2016,pdam,fulfilled,"32,314","465,770"
30/01/2016,pdam,fulfilled,"18,852","156,267"
31/01/2016,pdam,fulfilled,"69,169","1,042,992"
01/02/2016,pdam,fulfilled,"21,274","162,482"
02/02/2016,pdam,fulfilled,"52,953","800,633"
03/02/2016,pdam,fulfilled,"66,745","621,876"
04/02/2016,pdam,fulfilled,"40,395","512,786"
05/02/2016,pdam,fulfilled,"43,369","501,575"
06/02/2016,pdam,fulfilled,"5,060","94,386"
07/02/2016,pdam,fulfilled,"61,511","517,086"
08/02/2016,pdam,fulfilled,"55,822","958,435"
09/02/2016,pdam,fulfilled,"67,280","640,774"
10/02/2016,pdam,fulfilled,"15,763","151,896"
11/02/2016,pdam,fulfilled,"33,446","632,166"
12/02/2016,pdam,fulfilled,"67,658","1,070,687"
13/02/2016,pdam,fulfilled,"42,769","696,407"
14/02/2016,pdam,fulfilled,"2,959","30,667"
15/02/2016,pdam,fulfilled,"46,407","407,059"
16/02/2016,pdam,fulfilled,"69,712","622,068"
17/02/2016,pdam,fulfilled,"52,523","468,074"
18/02/2016,pdam,fulfilled,"59,947","696,392"
19/02/2016,pdam,fulfilled,"3,504","59,531"
20/02/2016,pdam,fulfilled,"20,119","282,915"
21/02/2016,pdam,fulfilled,"51,533","853,742"
22/02/2016,pdam,fulfilled,"13,229","246,334"
23/02/2016,pdam,fulfilled,"10,314","133,701"
24/02/2016,pdam,fulfilled,"49,629","672,467"
25/02/2016,pdam,fulfilled,"49,473","678,230"
26/02/2016,pdam,fulfilled,"22,597","401,806"
27/02/2016,pdam,fulfilled,"19,337","198,817"
28/02/2016,pdam,fulfilled,"57,527","649,036"
29/02/2016,pdam,fulfilled,"27,428","345,066"
01/03/2016,pdam,fulfilled,"50,740","728,027"
02/03/2016,pdam,fulfilled,"58,753","988,924"
03/03/2016,pdam,fulfilled,"38,122","752,577"
04/03/2016,pdam,fulfilled,"17,184","239,873"
05/03/2016,pdam,fulfilled,"21,334","170,364"
06/03/2016,pdam,fulfilled,"30,738","370,426"
07/03/2016,pdam,fulfilled,"51,899","927,756"
08/03/2016,pdam,fulfilled,"55,601","419,659"
09/03/2016,pdam,fulfilled,"21,839","268,449"
10/03/2016,pdam,fulfilled,"18,353","251,045"
11/03/2016,pdam,fulfilled,"55,811","1,075,450"
12/03/2016,pdam,fulfilled,"27,946","414,693"
13/03/2016,pdam,fulfilled,"18,836","200,739"
14/03/2016,pdam,fulfilled,"6,565","120,455"
15/03/2016,pdam,fulfilled,"7,372","126,405"
16/03/2016,pdam,fulfilled,"32,572","420,211"
17/03/2016,pdam,fulfilled,"49,894","595,998"
18/03/2016,pdam,fulfilled,"21,076","215,885"
19/03/2016,pdam,fulfilled,"37,218","594,401"
20/03/2016,pdam,fulfilled,"35,328","611,082"
21/03/2016,pdam,fulfilled,"47,146","606,952"
22/03/2016,pdam,fulfilled,"9,504","164,438"
23/03/2016,pdam,fulfilled,"24,442","453,438"
24/03/2016,pdam,fulfilled,"24,747","278,517"
25/03/2016,pdam,fulfilled,"53,285","777,081"
26/03/2016,pdam,fulfilled,"52,076","917,240"
27/03/2016,pdam,fulfilled,"58,051","743,441"
28/03/2016,pdam,fulfilled,"19,428","218,001"
29/03/2016,pdam,fulfilled,"31,251","509,553"
30/03/2016,pdam,fulfilled,"24,183","234,504"
31/03/2016,pdam,fulfilled,"47,248","875,859"
01/04/2016,pdam,fulfilled,"46,272","862,945"
01/01/2016,transfer,fulfilled,"43,745","29,580,329"
02/01/2016,transfer,fulfilled,"10,030","1,263,697"
03/01/2016,transfer,fulfilled,"51,498","13,618,558"
04/01/2016,transfer,fulfilled,"32,779","17,113,158"
05/01/2016,transfer,fulfilled,"58,660","22,772,075"
06/01/2016,transfer,fulfilled,"46,363","34,385,021"
07/01/2016,transfer,fulfilled,62,"12,865"
08/01/2016,transfer,fulfilled,"48,252","13,226,032"
09/01/2016,transfer,fulfilled,"40,792","9,530,079"
10/01/2016,transfer,fulfilled,"26,473","16,874,657"
11/01/2016,transfer,fulfilled,"48,372","29,426,772"
12/01/2016,transfer,fulfilled,"37,817","33,515,452"
13/01/2016,transfer,fulfilled,"69,427","30,253,724"
14/01/2016,transfer,fulfilled,"48,519","5,210,770"
15/01/2016,transfer,fulfilled,"26,717","23,024,488"
16/01/2016,transfer,fulfilled,"19,023","16,471,766"
17/01/2016,transfer,fulfilled,"55,251","22,254,754"
18/01/2016,transfer,fulfilled,"38,322","10,159,894"
19/01/2016,transfer,fulfilled,"33,667","9,262,828"
20/01/2016,transfer,fulfilled,"4,267","3,376,617"
21/01/2016,transfer,fulfilled,"58,341","23,933,345"
22/01/2016,transfer,fulfilled,"14,558","5,270,537"
23/01/2016,transfer,fulfilled,"4,280","3,833,688"
24/01/2016,transfer,fulfilled,"42,622","29,134,677"
25/01/2016,transfer,fulfilled,"52,491","16,917,334"
26/01/2016,transfer,fulfilled,"4,900","3,828,682"
27/01/2016,transfer,fulfilled,"69,426","17,778,533"
28/01/2016,transfer,fulfilled,"52,353","33,821,163"
29/01/2016,transfer,fulfilled,"8,702","1,652,066"
30/01/2016,transfer,fulfilled,"43,954","15,130,588"
31/01/2016,transfer,fulfilled,"39,497","31,912,300"
01/02/2016,transfer,fulfilled,"40,157","30,545,530"
02/02/2016,transfer,fulfilled,"33,435","10,863,660"
03/02/2016,transfer,fulfilled,"8,609","7,735,177"
04/02/2016,transfer,fulfilled,"21,436","9,789,628"
05/02/2016,transfer,fulfilled,"25,324","19,821,411"
06/02/2016,transfer,fulfilled,"54,463","20,468,943"
07/02/2016,transfer,fulfilled,"53,138","33,148,951"
08/02/2016,transfer,fulfilled,"34,419","8,723,457"
09/02/2016,transfer,fulfilled,"56,096","35,152,362"
10/02/2016,transfer,fulfilled,"38,946","7,164,934"
11/02/2016,transfer,fulfilled,"55,782","32,352,483"
12/02/2016,transfer,fulfilled,"64,591","25,031,137"
13/02/2016,transfer,fulfilled,"61,985","44,582,692"
14/02/2016,transfer,fulfilled,"55,174","12,224,522"
15/02/2016,transfer,fulfilled,"19,275","11,134,090"
16/02/2016,transfer,fulfilled,"64,741","22,737,835"
17/02/2016,transfer,fulfilled,"9,285","4,598,296"
18/02/2016,transfer,fulfilled,"40,691","4,517,282"
19/02/2016,transfer,fulfilled,"41,685","23,084,235"
20/02/2016,transfer,fulfilled,"9,619","3,832,572"
21/02/2016,transfer,fulfilled,"47,912","27,973,397"
22/02/2016,transfer,fulfilled,"25,384","2,775,991"
23/02/2016,transfer,fulfilled,"49,317","1,748,973"
24/02/2016,transfer,fulfilled,"42,229","3,967,161"
25/02/2016,transfer,fulfilled,"15,679","13,691,783"
26/02/2016,transfer,fulfilled,"49,026","37,098,763"
27/02/2016,transfer,fulfilled,"11,172","1,765,582"
28/02/2016,transfer,fulfilled,"60,791","38,419,085"
29/02/2016,transfer,fulfilled,"40,967","20,176,935"
01/03/2016,transfer,fulfilled,"8,012","4,687,889"
02/03/2016,transfer,fulfilled,"64,621","2,246,206"
03/03/2016,transfer,fulfilled,"19,789","13,333,234"
04/03/2016,transfer,fulfilled,"27,608","19,554,260"
05/03/2016,transfer,fulfilled,"16,032","6,793,197"
06/03/2016,transfer,fulfilled,"24,108","8,352,775"
07/03/2016,transfer,fulfilled,"32,484","10,059,138"
08/03/2016,transfer,fulfilled,"4,738","4,007,363"
09/03/2016,transfer,fulfilled,"28,448","17,595,910"
10/03/2016,transfer,fulfilled,"28,783","1,452,850"
11/03/2016,transfer,fulfilled,"65,517","28,597,705"
12/03/2016,transfer,fulfilled,"1,572","991,314"
13/03/2016,transfer,fulfilled,"39,231","3,850,522"
14/03/2016,transfer,fulfilled,"2,034","1,278,293"
15/03/2016,transfer,fulfilled,"19,134","3,474,579"
16/03/2016,transfer,fulfilled,649,"414,818"
17/03/2016,transfer,fulfilled,"13,726","8,020,782"
18/03/2016,transfer,fulfilled,"54,058","32,085,596"
19/03/2016,transfer,fulfilled,"49,411","39,722,229"
20/03/2016,transfer,fulfilled,"4,283","2,837,767"
21/03/2016,transfer,fulfilled,"59,175","9,089,925"
22/03/2016,transfer,fulfilled,"20,042","13,754,339"
23/03/2016,transfer,fulfilled,"1,405","1,051,256"
24/03/2016,transfer,fulfilled,"47,242","31,604,383"
25/03/2016,transfer,fulfilled,"68,566","60,829,156"
26/03/2016,transfer,fulfilled,"19,175","5,355,943"
27/03/2016,transfer,fulfilled,"53,838","11,919,334"
28/03/2016,transfer,fulfilled,"34,129","8,732,280"
29/03/2016,transfer,fulfilled,"11,360","7,264,334"
30/03/2016,transfer,fulfilled,"55,495","12,732,334"
31/03/2016,transfer,fulfilled,"18,286","7,130,269"
01/04/2016,transfer,fulfilled,"62,475","28,940,644"
01/01/2016,bpjs,refund,"47,745","350,543"
02/01/2016,bpjs,refund,"28,655","501,557"
03/01/2016,bpjs,refund,"36,678","286,202"
04/01/2016,bpjs,refund,"52,659","915,787"
05/01/2016,bpjs,refund,"10,615","160,403"
06/01/2016,bpjs,refund,"42,532","371,232"
07/01/2016,bpjs,refund,"32,724","215,955"
08/01/2016,bpjs,refund,"42,411","662,985"
09/01/2016,bpjs,refund,"41,435","757,456"
10/01/2016,bpjs,refund,"51,622","364,296"
11/01/2016,bpjs,refund,"53,158","689,831"
12/01/2016,bpjs,refund,"38,243","559,380"
13/01/2016,bpjs,refund,"23,613","280,909"
14/01/2016,bpjs,refund,"48,878","337,849"
15/01/2016,bpjs,refund,"35,660","674,883"
16/01/2016,bpjs,refund,"17,266","185,675"
17/01/2016,bpjs,refund,"48,061","508,389"
18/01/2016,bpjs,refund,"35,207","514,846"
19/01/2016,bpjs,refund,"50,232","622,811"
20/01/2016,bpjs,refund,"31,576","326,644"
21/01/2016,bpjs,refund,"42,468","689,387"
22/01/2016,bpjs,refund,"59,071","424,395"
23/01/2016,bpjs,refund,"40,982","789,153"
24/01/2016,bpjs,refund,"43,166","514,076"
25/01/2016,bpjs,refund,"66,357","1,196,914"
26/01/2016,bpjs,refund,"55,382","367,071"
27/01/2016,bpjs,refund,"14,604","176,176"
28/01/2016,bpjs,refund,"20,177","217,838"
29/01/2016,bpjs,refund,"40,093","383,232"
30/01/2016,bpjs,refund,"55,525","483,689"
31/01/2016,bpjs,refund,"61,347","996,164"
01/02/2016,bpjs,refund,"15,557","178,872"
02/02/2016,bpjs,refund,"36,027","370,566"
03/02/2016,bpjs,refund,"15,549","286,166"
04/02/2016,bpjs,refund,"13,181","154,229"
05/02/2016,bpjs,refund,"16,507","265,610"
06/02/2016,bpjs,refund,"55,360","1,062,939"
07/02/2016,bpjs,refund,"56,504","499,563"
08/02/2016,bpjs,refund,"32,332","214,545"
09/02/2016,bpjs,refund,"17,557","179,564"
10/02/2016,bpjs,refund,"53,803","908,022"
11/02/2016,bpjs,refund,"30,532","516,390"
12/02/2016,bpjs,refund,"32,162","630,629"
13/02/2016,bpjs,refund,"1,876","17,995"
14/02/2016,bpjs,refund,"3,695","60,747"
15/02/2016,bpjs,refund,"67,534","578,462"
16/02/2016,bpjs,refund,"19,836","192,200"
17/02/2016,bpjs,refund,"44,310","747,478"
18/02/2016,bpjs,refund,"49,321","618,342"
19/02/2016,bpjs,refund,"61,401","405,725"
20/02/2016,bpjs,refund,"28,432","437,039"
21/02/2016,bpjs,refund,"55,756","808,623"
22/02/2016,bpjs,refund,"16,103","286,171"
23/02/2016,bpjs,refund,"60,267","1,201,567"
24/02/2016,bpjs,refund,"13,279","144,705"
25/02/2016,bpjs,refund,"61,613","1,101,110"
26/02/2016,bpjs,refund,"12,532","248,988"
27/02/2016,bpjs,refund,"43,769","658,587"
28/02/2016,bpjs,refund,"64,482","1,112,998"
29/02/2016,bpjs,refund,"27,738","192,765"
01/03/2016,bpjs,refund,"27,364","467,609"
02/03/2016,bpjs,refund,"40,295","705,150"
03/03/2016,bpjs,refund,"24,471","181,824"
04/03/2016,bpjs,refund,"44,755","519,023"
05/03/2016,bpjs,refund,"62,063","725,274"
06/03/2016,bpjs,refund,"19,883","332,835"
07/03/2016,bpjs,refund,"65,631","619,569"
08/03/2016,bpjs,refund,"16,600","303,471"
09/03/2016,bpjs,refund,"11,301","163,246"
10/03/2016,bpjs,refund,"2,992","25,846"
11/03/2016,bpjs,refund,"39,668","526,695"
12/03/2016,bpjs,refund,"10,975","179,158"
13/03/2016,bpjs,refund,"11,405","97,671"
14/03/2016,bpjs,refund,"12,318","235,059"
15/03/2016,bpjs,refund,"15,651","219,705"
16/03/2016,bpjs,refund,"68,859","457,967"
17/03/2016,bpjs,refund,"38,832","732,534"
18/03/2016,bpjs,refund,"13,844","133,717"
19/03/2016,bpjs,refund,"19,753","139,975"
20/03/2016,bpjs,refund,"6,436","119,203"
21/03/2016,bpjs,refund,"67,065","972,979"
22/03/2016,bpjs,refund,"24,502","272,374"
23/03/2016,bpjs,refund,"24,579","392,450"
24/03/2016,bpjs,refund,"46,318","594,306"
25/03/2016,bpjs,refund,"51,882","730,607"
26/03/2016,bpjs,refund,"37,375","551,363"
27/03/2016,bpjs,refund,"20,986","242,128"
28/03/2016,bpjs,refund,"26,115","177,247"
29/03/2016,bpjs,refund,"40,851","718,234"
30/03/2016,bpjs,refund,"10,864","208,745"
31/03/2016,bpjs,refund,"69,959","1,314,214"
01/04/2016,bpjs,refund,"69,715","808,310"
01/01/2016,data,refund,"33,669","103,020"
02/01/2016,data,refund,"66,082","287,635"
03/01/2016,data,refund,"36,347","188,946"
04/01/2016,data,refund,"2,490","18,900"
06/01/2016,data,refund,"5,238","11,428"
08/01/2016,data,refund,"26,848","227,585"
09/01/2016,data,refund,140,"1,011"
10/01/2016,data,refund,"3,310","6,992"
11/01/2016,data,refund,"13,519","49,482"
12/01/2016,data,refund,"68,499","437,694"
15/01/2016,data,refund,"14,866","61,897"
16/01/2016,data,refund,"16,414","138,542"
17/01/2016,data,refund,"18,976","77,923"
18/01/2016,data,refund,"16,642","95,586"
20/01/2016,data,refund,"55,814","99,600"
21/01/2016,data,refund,"32,304","72,784"
22/01/2016,data,refund,"61,769","153,168"
23/01/2016,data,refund,"62,852","317,069"
24/01/2016,data,refund,"43,904","219,713"
25/01/2016,data,refund,"61,142","133,589"
30/01/2016,data,refund,"67,110","217,027"
31/01/2016,data,refund,"43,786","358,318"
01/02/2016,data,refund,"13,749","124,516"
02/02/2016,data,refund,"63,027","540,135"
04/02/2016,data,refund,"27,888","193,986"
05/02/2016,data,refund,"10,380","48,529"
06/02/2016,data,refund,"66,929","178,620"
07/02/2016,data,refund,"37,833","221,750"
08/02/2016,data,refund,"47,280","99,893"
09/02/2016,data,refund,"37,558","301,399"
10/02/2016,data,refund,"43,524","315,244"
11/02/2016,data,refund,"32,763","202,377"
13/02/2016,data,refund,"52,256","447,191"
15/02/2016,data,refund,"9,776","58,669"
16/02/2016,data,refund,"66,628","293,762"
22/02/2016,data,refund,"48,423","252,351"
25/02/2016,data,refund,"1,612","10,959"
26/02/2016,data,refund,"35,281","86,325"
27/02/2016,data,refund,"16,404","127,993"
28/02/2016,data,refund,"14,032","80,712"
29/02/2016,data,refund,"29,932","276,143"
01/03/2016,data,refund,"31,870","159,968"
02/03/2016,data,refund,"50,896","454,837"
05/03/2016,data,refund,"19,373","62,617"
06/03/2016,data,refund,"41,101","390,512"
07/03/2016,data,refund,"28,436","43,009"
08/03/2016,data,refund,"42,208","407,847"
09/03/2016,data,refund,"65,453","533,959"
10/03/2016,data,refund,"1,739","8,976"
12/03/2016,data,refund,"60,974","370,740"
13/03/2016,data,refund,"36,648","326,541"
14/03/2016,data,refund,"17,034","48,456"
15/03/2016,data,refund,"56,810","519,947"
16/03/2016,data,refund,"7,785","76,621"
17/03/2016,data,refund,"58,155","445,350"
18/03/2016,data,refund,"8,833","19,548"
19/03/2016,data,refund,"35,931","90,161"
20/03/2016,data,refund,"56,975","281,291"
21/03/2016,data,refund,"33,906","303,550"
22/03/2016,data,refund,"43,176","233,003"
23/03/2016,data,refund,"29,629","155,223"
24/03/2016,data,refund,"50,300","133,023"
25/03/2016,data,refund,"20,705","35,328"
26/03/2016,data,refund,"29,505","181,004"
27/03/2016,data,refund,990,"5,531"
28/03/2016,data,refund,"9,678","16,412"
29/03/2016,data,refund,"50,118","126,277"
30/03/2016,data,refund,"6,486","44,322"
31/03/2016,data,refund,"18,025","79,090"
01/04/2016,data,refund,"28,209","108,618"
01/01/2016,data,refund,"29,186","185,532"
02/01/2016,data,refund,"4,843","18,425"
03/01/2016,data,refund,"67,515","369,637"
04/01/2016,data,refund,"24,420","90,952"
05/01/2016,data,refund,"12,193","73,959"
06/01/2016,data,refund,"23,421","222,602"
07/01/2016,data,refund,"40,618","195,027"
08/01/2016,data,refund,"7,817","17,333"
09/01/2016,data,refund,"7,481","22,211"
10/01/2016,data,refund,"32,771","102,743"
11/01/2016,data,refund,"65,043","478,430"
12/01/2016,data,refund,"45,532","282,353"
13/01/2016,data,refund,"11,154","51,124"
14/01/2016,data,refund,"29,437","49,642"
15/01/2016,data,refund,"17,874","40,640"
16/01/2016,data,refund,"43,521","191,474"
17/01/2016,data,refund,"57,320","481,980"
18/01/2016,data,refund,"30,202","118,802"
19/01/2016,data,refund,"36,580","353,666"
20/01/2016,e-money,refund,"31,568","456,927"
21/01/2016,e-money,refund,"31,978","252,597"
22/01/2016,e-money,refund,"8,840","92,617"
23/01/2016,e-money,refund,"24,737","265,183"
24/01/2016,e-money,refund,"49,725","778,807"
25/01/2016,e-money,refund,"24,594","434,863"
26/01/2016,e-money,refund,"68,327","939,236"
27/01/2016,e-money,refund,"11,684","85,949"
28/01/2016,e-money,refund,"13,906","247,282"
29/01/2016,e-money,refund,"28,469","487,676"
30/01/2016,e-money,refund,"69,231","511,651"
31/01/2016,e-money,refund,"3,633","48,508"
01/02/2016,e-money,refund,"30,875","536,842"
02/02/2016,e-money,refund,"57,166","721,686"
03/02/2016,e-money,refund,"49,601","598,396"
04/02/2016,e-money,refund,"46,051","375,513"
05/02/2016,e-money,refund,"47,720","746,402"
06/02/2016,e-money,refund,"30,679","350,869"
07/02/2016,e-money,refund,"24,016","460,898"
08/02/2016,e-money,refund,"64,541","914,274"
09/02/2016,e-money,refund,"57,474","703,125"
10/02/2016,e-money,refund,"30,666","408,492"
11/02/2016,e-money,refund,"8,388","86,477"
12/02/2016,e-money,refund,"53,253","794,694"
13/02/2016,e-money,refund,"11,884","122,204"
14/02/2016,e-money,refund,"59,855","658,668"
15/02/2016,e-money,refund,"53,654","1,001,317"
16/02/2016,e-money,refund,"66,640","671,611"
17/02/2016,e-money,refund,"23,350","350,957"
18/02/2016,e-money,refund,"5,695","78,028"
19/02/2016,e-money,refund,"25,056","468,644"
20/02/2016,e-money,refund,"21,630","386,761"
21/02/2016,e-money,refund,"1,708","27,602"
22/02/2016,e-money,refund,"63,342","969,816"
23/02/2016,e-money,refund,"44,364","788,321"
24/02/2016,e-money,refund,"63,153","1,020,546"
25/02/2016,e-money,refund,"6,835","69,025"
26/02/2016,e-money,refund,"47,873","738,283"
27/02/2016,e-money,refund,"20,638","319,292"
28/02/2016,e-money,refund,"37,011","323,379"
29/02/2016,e-money,refund,"46,208","698,526"
01/03/2016,e-money,refund,"29,400","544,223"
02/03/2016,e-money,refund,"49,871","744,833"
03/03/2016,e-money,refund,"58,936","484,654"
04/03/2016,e-money,refund,"46,285","697,885"
05/03/2016,e-money,refund,"69,353","1,344,296"
06/03/2016,e-money,refund,"66,615","1,184,328"
07/03/2016,e-money,refund,"39,345","286,998"
08/03/2016,e-money,refund,"68,806","866,866"
09/03/2016,e-money,refund,"39,406","272,035"
10/03/2016,e-money,refund,"69,818","1,308,738"
11/03/2016,e-money,refund,"67,510","695,238"
